ov,Last updated (DD/MM/YY),Expiry Date?,Name,Service Type,Additional/other (separate each type with a semi-colon),"Details (who, what, when, where, why)",Region,City/ Town,Address,Post Code,Phone,URL,Email,Hours,Volunteer need?
,,,Bosnia And Herzegovina U.K. Network,Advice & Support,Healthcare/ Mental Health / Disability; Translation; Education,"User led organisation that provide practical and psychological support. It's main objectives are the promotion of any charitable purpose to benefit Bosnians and other ethnic minority groups.
Services include; drop-in for general advice (12-4pm Wednesdays), outreach support, mental health support, several education courses and classes, dance classes (9:30-3pm Saturday), Social groups for the elderly (6-10pm Wednesdays in summer, 12-5pm in winter) Charity Number: 1067411",West Midlands,Birmingham,"BH UK Network
Bosnia House
36 Medley Road
Greet
Birmingham",B11 2NE,0121 772-3052,http://www.bhuknetwork.org/,uknetwork@btconnect.com,,Yes
Kate Erman (Michelle Lam),26/07/2017,,Bread and Roses,Employment/ Training/ Volunteering,Women,"Bread & Roses provides practical and emotional support to women from refugee backgrounds who want to work. They train refugee women in floristry and in the process provide them with the space to learn English, develop skills and build their confidence. The flowers made in workshops are also sold to local businesses. The money made from the sale of the flowers goes directly back to the women who arranged them, helping them with the cost of attending interviews and gaining qualifications. Charity Number: 1088315",London,North London,"102 Reliance Wharf, Hertford Road, London, United Kingdom",N1 5ET,7584155129,http://www.wearebreadandroses.com/,sneh@wearebreadandroses.com,,
Lydia Mulenga (Michelle Lam),26/07/2017,,Breadwinners,Employment/ Training/ Volunteering,,"Breadwinners run an 8 week training programme designed at helping unemployed individuals (refugees) set up their own business selling artisan bread. The training program covers topics such as marketing and money management. The individual is then provided with a bike, trailer and local bakery contacts, allowing them to begin selling bread to make a profit and become self employed. Two people taken on for training at a time. Charity number: 1166646",London,East London - City of London,"Marika Chaplais, Breadwinners
1 Frederick’s Pl,
London, EC2R 8AE",EC2R 8AE,(0)7976551256,www.breadwinners.org.uk,marika@breadwinners.org.uk ,,
Sam Musguin-Rowe (Michelle Lam),26/07/17,,Breaking Barriers - East London,Employment/ Training/ Volunteering,,"Breaking Barriers provides refugees with six month part-time paid placements with London employers. They work with both employers and applicants to find a match that will be of equal benefit to both. Alongside the placement, participants receive confidence-building, cultural understanding and skills-based training, giving refugees the best possible preparation for going on to find permanent jobs. Charity Number 1161901",London,East London,"Unit 4, 50.5 Hanbury Street
London E1 5JL",E1 5JL,7908801286,http://www.breaking-barriers.co.uk/,m.powell@breaking-barriers.co.uk,Monday-Friday: 09.00-17.30,
Sam Musguin-Rowe (Michelle Lam),26/07/17,,Breaking Barriers - South London,Employment/ Training/ Volunteering,,"Breaking Barriers provides refugees with six month part-time paid placements with London employers. They work with both employers and applicants to find a match that will be of equal benefit to both. Alongside the placement, participants receive confidence-building, cultural understanding and skills-based training, giving refugees the best possible preparation for going on to find permanent jobs. Charity Number 1161901",London,East London,"John Morris Community Centre
164 ST John’s Hill, London SW11 1SW
",SW11 1SW,7908801286,http://www.breaking-barriers.co.uk/,m.powell@breaking-barriers.co.uk,Monday-Friday: 09.00-17.30,
,July 2016,N/A,Brighton & Hove City Council Ethnic Minority Achievement Service,Children & Young People,Education,"The Brighton & Hove City Council Ethnic Minority Achievement Service provides support to children in schools, and home to school liason for families for whom English is not the first language.",South East,Brighton,"Fairlight School, St Leonard's Road",BN2 3AJ,01273 292521,http://www.brighton-hove.gov.uk/content/children-and-education/schools/emas-ethnic-minority-achievement-service,emasadmin@brighton-hove.gov.uk,Monday-Friday: 09.00-17.00,n/a
,July 2016,N/A,Brighton Council Social Care,Destitution & Debt,,"In some limited cases, Brighton & Hove City Council may have responsibility to accomodate and support families or single adults with care needs who have no recourse to public funds and are at risk of destitution. Referrals for assessment can be made directly or on another person's behalf. mash@brighton-hove.gcsx.gov.uk (for children with no recourse to public funds).",South East,Brighton,N/A,N/A,01273 295555; 01273 294022; 01273 290400 (for children with no recourse to public funds),N/A,prsduty@brighton-hove.org.uk,,n/a
,July 2016,N/A,Brighton Hate Crime Support,Advice & Support,,"Racist and religiously motivated incidents, disability hate incidents, transphobic and homophobic hate incidents and anti-social behaviour can all be reported directly to a specialist casework service within a combined police and council team. The team will either directly support victims or refer cases to other agencies. The team can also provide advice and guidance regarding any hate incident or anti-social behaviour concern.",South East,Brighton,N/A,N/A,01273 292735,http://www.safeinthecity.info,communitysafety.casework@brighton-hove.org.uk,Monday-Friday: 09.00-17.00,n/a
,July 2016,N/A,Brighton Housing Trust,Housing,Destitution & Debt,Brighton Housing Trust offers a range of specialist housing advice to those in need through its Brighton Advice Centre. Charity No. 284839,South East,Brighton,"Community Base, 113 Queens Road",BN1 3XG,01273 234737,http://www.bht.org.uk,advice@bht.org.uk,Monday-Friday: 09.00-17.00,n/a
,July 2016,N/A,Brighton Housing Trust's Health and Wellbeing Service,Healthcare/ Mental Health / Disability,,Brighton Housing Trust's Mental Health and Wellbeing Service aims to support people to improve and maintain positive mental health and wellbeing. They offer a variety of activities to help people to learn ways to cope with the challenges and changes they face. Charity No. 284839,South East,Brighton,27–29 North Street,BN1 1EB,01273 929471,http://www.bht.org.uk/services/mental-health-and-wellbeing,wellbeing@bht.org.uk,Monday-Friday: 09.00-17.00,n/a
,July 2016,N/A,Brighton Housing Trust's Immigration Legal Service,Legal,,"Brighton and Hove Housing Trust's Immigration Legal Service can provide legal advice on immigration and related issues, only for those with legal aid funding. Charity No. 284839",South East,Brighton,"Community Base, 113 Queens Road",BN1 3XG,N/A,http://www.bht.org.uk/services/brighton-advice-centre/#immigration-legal-service,immigration@bht.org.uk,Monday-Friday: 09.00-17.00,n/a
,July 2016,N/A,Brighton Migrant Solidarity,Advocacy,,Brighton Migrant Solidarity is a community and campaign group with a focus on freedom of movement and supporting migrants. They warmly welcome people with experience of fleeing conflict or seeking sanctuary to all their meetings and events.,South East,Brighton,N/A,N/A,N/a,http://www.brightonmigrantsolidarity.wordpress.com,brimigsol@riseup.net,,n/a
,July 2016,N/A,Brighton Unemployed Centre Families Project,Employment/ Training/ Volunteering,Family; Advice & Support; Food,"Brighton Unemployed Centre Families Project provides advice, welfare advice, practical support, educational & leisure activities, and a free OFSTED-registered playroom to those who are unemployed, on low wages, experienceing food or fuel poverty, and to families suffering disadvantage. Charity number 1069236",South East,Brighton,6 Tilbury Place,BN2 0GY,01273 671213,http://www.bucfp.org,info@bucfp.org,Monday-Friday: 10.00-16.00,n/a
,July 2016,N/A,Brighton Voices in Exile,Advice & Support,Destitution & Debt; Legal,"Brighton Voices in Exile provides support, assistance and advice to asylum seekers and refugees. They offer free destitution support and free immigration and legal advice. Caseworkers can provide access to food, toiletries, and financial support, along with long-term integration support, help with housing, benefits, education, and employment. Their legal advisor can help with case resolution support, family reunion applications, applications for humanitarian protection, permission to work, and travel documents. Sessions include advice, casework support, and a hot meal. Legal advice sometimes unavailable. Charity number 1130363",South East,Brighton,"St Mary Magdalene's Community Centre, 55 Upper North Street",BN1 3FH,01273 328598,http://www.brightonvoicesinexile.co.uk,contact@bvie.co.uk,Tuesday: 10.00-12.00,Yes
,TO Call HDS,,Brigstowe Project,Healthcare/ Mental Health / Disability,Destitution & Debt; Advice & Support,"Offers practical and emotional support for HIV sufferers. Also offers a specialist Asylum Seekers service: This specialist service offers you a safe, confidential and supportive space. Offers ongoing emotional and practical support. Good links with legal professionals and other refugee and asylum support services. Can also offer some financial support at times of destitution and hardship.. Charity number 1049945",South West,Bristol,"176-178 Easton Road Easton, Bristol",BS5 0ES,0117 955 5038,http://www.brigstowe.org/,info@brigstowe.org,"Monday-Friday:
09.00-17.00",
